model,pruned,predicate,data,scale,threads,time
house_16H_d10_l281_n561_20240922063836,2,10.656214,house_16H,10G,1,5.363771097346519
house_16H_d10_l281_n561_20240922063836,1,11.003016,house_16H,10G,1,5.426771406006689
house_16H_d10_l281_n561_20240922063836,2,11.003016,house_16H,10G,1,5.129078876925632
house_16H_d10_l281_n561_20240922063836,1,11.349819,house_16H,10G,1,5.033343233711396
house_16H_d10_l281_n561_20240922063836,2,11.349819,house_16H,10G,1,5.02294025127776
house_16H_d10_l281_n561_20240922063836,1,11.696622,house_16H,10G,1,4.877298833491902
house_16H_d10_l281_n561_20240922063836,2,11.696622,house_16H,10G,1,4.85345209770215
house_16H_d10_l281_n561_20240922063836,1,12.043425,house_16H,10G,1,4.522601039692138
house_16H_d10_l281_n561_20240922063836,2,12.043425,house_16H,10G,1,4.808168985648081
house_16H_d10_l281_n561_20240922063836,1,12.390227,house_16H,10G,1,4.76465026428923
house_16H_d10_l281_n561_20240922063836,2,12.390227,house_16H,10G,1,4.462363159672047
house_16H_d10_l281_n561_20240922063836,1,12.73703,house_16H,10G,1,4.078512419946492
house_16H_d10_l281_n561_20240922063836,2,12.73703,house_16H,10G,1,4.40571998199448
house_16H_d10_l281_n561_20240922063836,1,13.083833,house_16H,10G,1,3.566346567356959
house_16H_d10_l281_n561_20240922063836,2,13.083833,house_16H,10G,1,3.36156218405813
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,0,0.0,nyc-taxi-green-dec-2016,10G,1,22.980341138706233
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,1,0.415543,nyc-taxi-green-dec-2016,10G,1,20.027938237413764
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,2,0.415543,nyc-taxi-green-dec-2016,10G,1,19.930817727387574
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,1,0.826135,nyc-taxi-green-dec-2016,10G,1,21.351321047327172
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,2,0.826135,nyc-taxi-green-dec-2016,10G,1,21.112793667940423
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,1,1.236728,nyc-taxi-green-dec-2016,10G,1,19.9125925336654
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,2,1.236728,nyc-taxi-green-dec-2016,10G,1,18.702696131231885
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,1,1.64732,nyc-taxi-green-dec-2016,10G,1,17.36822571675293
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,2,1.64732,nyc-taxi-green-dec-2016,10G,1,15.482011803581068
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,1,2.057912,nyc-taxi-green-dec-2016,10G,1,16.173533089924604
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,2,2.057912,nyc-taxi-green-dec-2016,10G,1,13.619775725062937
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,1,2.468504,nyc-taxi-green-dec-2016,10G,1,14.480004333347702
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,2,2.468504,nyc-taxi-green-dec-2016,10G,1,12.114729742985219
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,1,2.879097,nyc-taxi-green-dec-2016,10G,1,11.84389882006993
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,2,2.879097,nyc-taxi-green-dec-2016,10G,1,9.83664669135275
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,1,3.289689,nyc-taxi-green-dec-2016,10G,1,11.69198658542397
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,2,3.289689,nyc-taxi-green-dec-2016,10G,1,9.468140603043139
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,1,3.700281,nyc-taxi-green-dec-2016,10G,1,11.854697471639762
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,2,3.700281,nyc-taxi-green-dec-2016,10G,1,9.51721022099567
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,1,4.110874,nyc-taxi-green-dec-2016,10G,1,11.587146357089901
nyc-taxi-green-dec-2016_d10_l480_n959_20240922064809,2,4.110874,nyc-taxi-green-dec-2016,10G,1,10.033724853458503
Ailerons_d10_l763_n1525_20240922071704,0,0.0,Ailerons,10G,1,6.9799192352996515
Ailerons_d10_l763_n1525_20240922071704,1,-0.003083,Ailerons,10G,1,4.450470867721985
Ailerons_d10_l763_n1525_20240922071704,2,-0.003083,Ailerons,10G,1,4.749050906393677
Ailerons_d10_l763_n1525_20240922071704,1,-0.002765,Ailerons,10G,1,4.453150290607785
Ailerons_d10_l763_n1525_20240922071704,2,-0.002765,Ailerons,10G,1,4.42643775860779
Ailerons_d10_l763_n1525_20240922071704,1,-0.002448,Ailerons,10G,1,4.585792251086484
Ailerons_d10_l763_n1525_20240922071704,2,-0.002448,Ailerons,10G,1,4.602860373988126
Ailerons_d10_l763_n1525_20240922071704,1,-0.00213,Ailerons,10G,1,5.212680380946646
Ailerons_d10_l763_n1525_20240922071704,2,-0.00213,Ailerons,10G,1,4.9630298809303595
Ailerons_d10_l763_n1525_20240922071704,1,-0.001813,Ailerons,10G,1,4.899963097336392
Ailerons_d10_l763_n1525_20240922071704,2,-0.001813,Ailerons,10G,1,4.922535488071541
Ailerons_d10_l763_n1525_20240922071704,1,-0.001495,Ailerons,10G,1,5.433087470630805
Ailerons_d10_l763_n1525_20240922071704,2,-0.001495,Ailerons,10G,1,5.333843357705821
Ailerons_d10_l763_n1525_20240922071704,1,-0.001178,Ailerons,10G,1,5.460705238006388
Ailerons_d10_l763_n1525_20240922071704,2,-0.001178,Ailerons,10G,1,5.477811580368628
Ailerons_d10_l763_n1525_20240922071704,1,-0.00086,Ailerons,10G,1,5.717380147970592
Ailerons_d10_l763_n1525_20240922071704,2,-0.00086,Ailerons,10G,1,5.7261908114111675
Ailerons_d10_l763_n1525_20240922071704,1,-0.000543,Ailerons,10G,1,5.702529967296869
Ailerons_d10_l763_n1525_20240922071704,2,-0.000543,Ailerons,10G,1,5.569910775714864
Ailerons_d10_l763_n1525_20240922071704,1,-0.000225,Ailerons,10G,1,5.450845349968101
Ailerons_d10_l763_n1525_20240922071704,2,-0.000225,Ailerons,10G,1,4.7329752459966885
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,0,0.0,nyc-taxi-green-dec-2016,1G,1,2.3060564043310783
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,1,0.415543,nyc-taxi-green-dec-2016,1G,1,2.0415654046616205
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,2,0.415543,nyc-taxi-green-dec-2016,1G,1,2.0286495971959084
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,1,0.826135,nyc-taxi-green-dec-2016,1G,1,2.1236266653674343
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,2,0.826135,nyc-taxi-green-dec-2016,1G,1,2.0871533795725554
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,1,1.236728,nyc-taxi-green-dec-2016,1G,1,1.9929951579154779
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,2,1.236728,nyc-taxi-green-dec-2016,1G,1,1.8908093546051532
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,1,1.64732,nyc-taxi-green-dec-2016,1G,1,1.7453876951088507
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,2,1.64732,nyc-taxi-green-dec-2016,1G,1,1.589422279658417
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,1,2.057912,nyc-taxi-green-dec-2016,1G,1,1.6876044220601518
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,2,2.057912,nyc-taxi-green-dec-2016,1G,1,1.3586784234115232
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,1,2.468504,nyc-taxi-green-dec-2016,1G,1,1.454437024037664
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,2,2.468504,nyc-taxi-green-dec-2016,1G,1,1.1708445713544886
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,1,2.879097,nyc-taxi-green-dec-2016,1G,1,1.1765694400140394
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,2,2.879097,nyc-taxi-green-dec-2016,1G,1,1.0275941603661825
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,1,3.289689,nyc-taxi-green-dec-2016,1G,1,1.2045680909262348
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,2,3.289689,nyc-taxi-green-dec-2016,1G,1,0.9528614912802974
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,1,3.700281,nyc-taxi-green-dec-2016,1G,1,1.2087927713679771
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,2,3.700281,nyc-taxi-green-dec-2016,1G,1,0.9622675024438649
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,1,4.110874,nyc-taxi-green-dec-2016,1G,1,1.1697727386684467
nyc-taxi-green-dec-2016_d10_l479_n957_20240927125157,2,4.110874,nyc-taxi-green-dec-2016,1G,1,0.9498050496913493
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,0,0.0,nyc-taxi-green-dec-2016,1G,1,2.304358010335515
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,1,0.415543,nyc-taxi-green-dec-2016,1G,1,2.006754026049748
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,2,0.415543,nyc-taxi-green-dec-2016,1G,1,2.0010254919373742
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,1,0.826135,nyc-taxi-green-dec-2016,1G,1,2.1251880684091398
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,2,0.826135,nyc-taxi-green-dec-2016,1G,1,2.143205936998129
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,1,1.236728,nyc-taxi-green-dec-2016,1G,1,2.0253126523457468
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,2,1.236728,nyc-taxi-green-dec-2016,1G,1,1.8938020840287209
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,1,1.64732,nyc-taxi-green-dec-2016,1G,1,1.742548324012508
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,2,1.64732,nyc-taxi-green-dec-2016,1G,1,1.589468421957766
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,1,2.057912,nyc-taxi-green-dec-2016,1G,1,1.6232520702760667
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,2,2.057912,nyc-taxi-green-dec-2016,1G,1,1.3522681383571278
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,1,2.468504,nyc-taxi-green-dec-2016,1G,1,1.454938744660467
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,2,2.468504,nyc-taxi-green-dec-2016,1G,1,1.242615101315702
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,1,2.879097,nyc-taxi-green-dec-2016,1G,1,1.1747551527029525
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,2,2.879097,nyc-taxi-green-dec-2016,1G,1,0.9501410850013295
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,1,3.289689,nyc-taxi-green-dec-2016,1G,1,1.1808073131057124
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,2,3.289689,nyc-taxi-green-dec-2016,1G,1,0.948303977958858
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,1,3.700281,nyc-taxi-green-dec-2016,1G,1,1.1717500636198868
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,2,3.700281,nyc-taxi-green-dec-2016,1G,1,1.0112077097098033
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,1,4.110874,nyc-taxi-green-dec-2016,1G,1,1.161258159360538
nyc-taxi-green-dec-2016_d10_l476_n951_20240927133157,2,4.110874,nyc-taxi-green-dec-2016,1G,1,0.949030717369169
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,0,0.0,nyc-taxi-green-dec-2016,1G,1,2.3037011711858213
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,1,0.415543,nyc-taxi-green-dec-2016,1G,1,2.007512068375945
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,2,0.415543,nyc-taxi-green-dec-2016,1G,1,2.72104520102342
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,1,0.826135,nyc-taxi-green-dec-2016,1G,1,2.1234627926411727
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,2,0.826135,nyc-taxi-green-dec-2016,1G,1,2.768456839180241
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,1,1.236728,nyc-taxi-green-dec-2016,1G,1,1.9921027060287695
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,2,1.236728,nyc-taxi-green-dec-2016,1G,1,2.219166639416168
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,1,1.64732,nyc-taxi-green-dec-2016,1G,1,1.7379881672871609
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,2,1.64732,nyc-taxi-green-dec-2016,1G,1,1.722952760135134
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,1,2.057912,nyc-taxi-green-dec-2016,1G,1,1.6198949140186112
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,2,2.057912,nyc-taxi-green-dec-2016,1G,1,1.3794947196729481
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,1,2.468504,nyc-taxi-green-dec-2016,1G,1,1.4534844959465165
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,2,2.468504,nyc-taxi-green-dec-2016,1G,1,1.1656512864865363
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,1,2.879097,nyc-taxi-green-dec-2016,1G,1,1.17204859557872
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,2,2.879097,nyc-taxi-green-dec-2016,1G,1,0.9492238617191712
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,1,3.289689,nyc-taxi-green-dec-2016,1G,1,1.1748430865506332
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,2,3.289689,nyc-taxi-green-dec-2016,1G,1,0.9502057374144594
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,1,3.700281,nyc-taxi-green-dec-2016,1G,1,1.1739244423806667
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,2,3.700281,nyc-taxi-green-dec-2016,1G,1,0.9496700670570135
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,1,4.110874,nyc-taxi-green-dec-2016,1G,1,1.1675275421390932
nyc-taxi-green-dec-2016_d10_l477_n953_20241006072406,2,4.110874,nyc-taxi-green-dec-2016,1G,1,0.9495013363969823
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,0,0.0,nyc-taxi-green-dec-2016,1G,1,2.303165073351314
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,1,0.415543,nyc-taxi-green-dec-2016,1G,1,2.004800074889014
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,2,0.415543,nyc-taxi-green-dec-2016,1G,1,2.0377262150868773
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,1,0.826135,nyc-taxi-green-dec-2016,1G,1,2.1221218689655266
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,2,0.826135,nyc-taxi-green-dec-2016,1G,1,2.140196915715933
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,1,1.236728,nyc-taxi-green-dec-2016,1G,1,1.994253215380013
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,2,1.236728,nyc-taxi-green-dec-2016,1G,1,1.936851784431686
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,1,1.64732,nyc-taxi-green-dec-2016,1G,1,1.740110596952339
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,2,1.64732,nyc-taxi-green-dec-2016,1G,1,1.6340781889545422
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,1,2.057912,nyc-taxi-green-dec-2016,1G,1,1.6196844447404146
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,2,2.057912,nyc-taxi-green-dec-2016,1G,1,1.373385583050549
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,1,2.468504,nyc-taxi-green-dec-2016,1G,1,1.457255738011251
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,2,2.468504,nyc-taxi-green-dec-2016,1G,1,1.1668219262113173
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,1,2.879097,nyc-taxi-green-dec-2016,1G,1,1.1752010216005147
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,2,2.879097,nyc-taxi-green-dec-2016,1G,1,0.9517955003927151
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,1,3.289689,nyc-taxi-green-dec-2016,1G,1,1.1725770722453792
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,2,3.289689,nyc-taxi-green-dec-2016,1G,1,0.9492964415500561
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,1,3.700281,nyc-taxi-green-dec-2016,1G,1,1.2681843650837739
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,2,3.700281,nyc-taxi-green-dec-2016,1G,1,0.9472863824727634
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,1,4.110874,nyc-taxi-green-dec-2016,1G,1,1.168419233057648
nyc-taxi-green-dec-2016_d10_l479_n957_20241007154134,2,4.110874,nyc-taxi-green-dec-2016,1G,1,0.9506852125438551
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,0,0.0,nyc-taxi-green-dec-2016,1G,1,2.3468036730773747
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,1,0.415543,nyc-taxi-green-dec-2016,1G,1,2.010976263011495
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,2,0.415543,nyc-taxi-green-dec-2016,1G,1,2.1413799226284027
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,1,0.826135,nyc-taxi-green-dec-2016,1G,1,2.126929270258794
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,2,0.826135,nyc-taxi-green-dec-2016,1G,1,2.1933788211705783
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,1,1.236728,nyc-taxi-green-dec-2016,1G,1,2.043717244795213
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,2,1.236728,nyc-taxi-green-dec-2016,1G,1,1.950214602208386
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,1,1.64732,nyc-taxi-green-dec-2016,1G,1,1.7438754689258833
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,2,1.64732,nyc-taxi-green-dec-2016,1G,1,1.6366654170366626
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,1,2.057912,nyc-taxi-green-dec-2016,1G,1,1.6204398629876475
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,2,2.057912,nyc-taxi-green-dec-2016,1G,1,1.3767124994968374
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,1,2.468504,nyc-taxi-green-dec-2016,1G,1,1.4971248589766522
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,2,2.468504,nyc-taxi-green-dec-2016,1G,1,1.2044565787849326
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,1,2.879097,nyc-taxi-green-dec-2016,1G,1,1.1757982938239973
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,2,2.879097,nyc-taxi-green-dec-2016,1G,1,0.9818655916800102
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,1,3.289689,nyc-taxi-green-dec-2016,1G,1,1.2052171532995999
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,2,3.289689,nyc-taxi-green-dec-2016,1G,1,0.9515857364361485
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,1,3.700281,nyc-taxi-green-dec-2016,1G,1,1.1677272560385366
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,2,3.700281,nyc-taxi-green-dec-2016,1G,1,0.9507672103742758
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,1,4.110874,nyc-taxi-green-dec-2016,1G,1,1.1671513655843835
nyc-taxi-green-dec-2016_d10_l478_n955_20241007185722,2,4.110874,nyc-taxi-green-dec-2016,1G,1,0.9485940230078995
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,0,0.0,nyc-taxi-green-dec-2016,1G,1,2.3149417826595404
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,1,0.415543,nyc-taxi-green-dec-2016,1G,1,2.010315640208622
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,2,0.415543,nyc-taxi-green-dec-2016,1G,1,1.9964915517096717
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,1,0.826135,nyc-taxi-green-dec-2016,1G,1,2.1261016440888247
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,2,0.826135,nyc-taxi-green-dec-2016,1G,1,2.117725479261329
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,1,1.236728,nyc-taxi-green-dec-2016,1G,1,1.9887539525516331
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,2,1.236728,nyc-taxi-green-dec-2016,1G,1,1.8720045660932858
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,1,1.64732,nyc-taxi-green-dec-2016,1G,1,1.736955291281144
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,2,1.64732,nyc-taxi-green-dec-2016,1G,1,1.5480322532045345
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,1,2.057912,nyc-taxi-green-dec-2016,1G,1,1.6158110133061807
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,2,2.057912,nyc-taxi-green-dec-2016,1G,1,1.328470969107002
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,1,2.468504,nyc-taxi-green-dec-2016,1G,1,1.446757925208658
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,2,2.468504,nyc-taxi-green-dec-2016,1G,1,1.2186817526817322
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,1,2.879097,nyc-taxi-green-dec-2016,1G,1,1.1690330213556688
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,2,2.879097,nyc-taxi-green-dec-2016,1G,1,0.946480521466583
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,1,3.289689,nyc-taxi-green-dec-2016,1G,1,1.1681869293873508
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,2,3.289689,nyc-taxi-green-dec-2016,1G,1,0.9447333112669488
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,1,3.700281,nyc-taxi-green-dec-2016,1G,1,1.1754158572293818
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,2,3.700281,nyc-taxi-green-dec-2016,1G,1,0.9445578086500367
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,1,4.110874,nyc-taxi-green-dec-2016,1G,1,1.1701676960413654
nyc-taxi-green-dec-2016_d10_l478_n955_20241008135752,2,4.110874,nyc-taxi-green-dec-2016,1G,1,0.9428058078822991
house_16H_d10_l280_n559_20241008140716,0,0.0,house_16H,1G,1,0.566400503894935
house_16H_d10_l280_n559_20241008140716,1,9.962608,house_16H,1G,1,0.490014111623168
house_16H_d10_l280_n559_20241008140716,2,9.962608,house_16H,1G,1,0.48833092395216227
house_16H_d10_l280_n559_20241008140716,1,10.309411,house_16H,1G,1,0.5082303825765848
house_16H_d10_l280_n559_20241008140716,2,10.309411,house_16H,1G,1,0.5075006550177932
house_16H_d10_l280_n559_20241008140716,1,10.656214,house_16H,1G,1,0.5056884956235687
house_16H_d10_l280_n559_20241008140716,2,10.656214,house_16H,1G,1,0.5007232509863874
house_16H_d10_l280_n559_20241008140716,1,11.003016,house_16H,1G,1,0.5147221523026625
house_16H_d10_l280_n559_20241008140716,2,11.003016,house_16H,1G,1,0.5122481686994433
house_16H_d10_l280_n559_20241008140716,1,11.349819,house_16H,1G,1,0.5181159710822006
house_16H_d10_l280_n559_20241008140716,2,11.349819,house_16H,1G,1,0.5040289756531516
house_16H_d10_l280_n559_20241008140716,1,11.696622,house_16H,1G,1,0.4893812787098189
house_16H_d10_l280_n559_20241008140716,2,11.696622,house_16H,1G,1,0.48362819322695333
house_16H_d10_l280_n559_20241008140716,1,12.043425,house_16H,1G,1,0.4519874034449458
house_16H_d10_l280_n559_20241008140716,2,12.043425,house_16H,1G,1,0.45221607231845456
house_16H_d10_l280_n559_20241008140716,1,12.390227,house_16H,1G,1,0.44758069794625044
house_16H_d10_l280_n559_20241008140716,2,12.390227,house_16H,1G,1,0.44800412515178323
house_16H_d10_l280_n559_20241008140716,1,12.73703,house_16H,1G,1,0.42027671293665964
house_16H_d10_l280_n559_20241008140716,2,12.73703,house_16H,1G,1,0.4078717869706452
house_16H_d10_l280_n559_20241008140716,1,13.083833,house_16H,1G,1,0.32949659787118435
house_16H_d10_l280_n559_20241008140716,2,13.083833,house_16H,1G,1,0.3368884629259507
house_16H_d30_l7147_n14293_20241008141251,0,0.0,house_16H,1G,1,1.183922043691079
house_16H_d30_l7147_n14293_20241008141251,1,9.965295,house_16H,1G,1,0.7864067169527212
house_16H_d30_l7147_n14293_20241008141251,2,9.965295,house_16H,1G,1,0.7853380666735271
house_16H_d30_l7147_n14293_20241008141251,1,10.314784,house_16H,1G,1,0.8441336603524784
house_16H_d30_l7147_n14293_20241008141251,2,10.314784,house_16H,1G,1,0.8405253606227537
house_16H_d30_l7147_n14293_20241008141251,1,10.664273,house_16H,1G,1,0.8028863877989352
house_16H_d30_l7147_n14293_20241008141251,2,10.664273,house_16H,1G,1,0.8029919796002408
house_16H_d30_l7147_n14293_20241008141251,1,11.013762,house_16H,1G,1,0.7558994855110844
house_16H_d30_l7147_n14293_20241008141251,2,11.013762,house_16H,1G,1,0.7640783539973199
house_16H_d30_l7147_n14293_20241008141251,1,11.363252,house_16H,1G,1,0.6865324056707323
house_16H_d30_l7147_n14293_20241008141251,2,11.363252,house_16H,1G,1,0.6977788962734243
house_16H_d30_l7147_n14293_20241008141251,1,11.712741,house_16H,1G,1,0.6446377766939501
house_16H_d30_l7147_n14293_20241008141251,2,11.712741,house_16H,1G,1,0.6260666817737123
house_16H_d30_l7147_n14293_20241008141251,1,12.06223,house_16H,1G,1,0.5807629963383079
house_16H_d30_l7147_n14293_20241008141251,2,12.06223,house_16H,1G,1,0.6083994012636443
house_16H_d30_l7147_n14293_20241008141251,1,12.411719,house_16H,1G,1,0.5262558630978068
house_16H_d30_l7147_n14293_20241008141251,2,12.411719,house_16H,1G,1,0.5077284819756945
house_16H_d30_l7147_n14293_20241008141251,1,12.761209,house_16H,1G,1,0.4831889537163079
house_16H_d30_l7147_n14293_20241008141251,2,12.761209,house_16H,1G,1,0.48128539603203535
house_16H_d30_l7147_n14293_20241008141251,1,13.110698,house_16H,1G,1,0.40596599395697314
house_16H_d30_l7147_n14293_20241008141251,2,13.110698,house_16H,1G,1,0.4101157449185848
nyc-taxi-green-dec-2016_d10_l477_n953_20241009070046,0,0.0,nyc-taxi-green-dec-2016,1G,1,2.2992833621489503
nyc-taxi-green-dec-2016_d10_l477_n953_20241009070046,1,0.415543,nyc-taxi-green-dec-2016,1G,1,2.0291437840399644
nyc-taxi-green-dec-2016_d10_l477_n953_20241009070046,2,0.415543,nyc-taxi-green-dec-2016,1G,1,1.9971008631400764
nyc-taxi-green-dec-2016_d10_l477_n953_20241009070046,1,0.826135,nyc-taxi-green-dec-2016,1G,1,2.1198555597414575
nyc-taxi-green-dec-2016_d10_l477_n953_20241009070046,2,0.826135,nyc-taxi-green-dec-2016,1G,1,2.107706614459554
